"Label","Tweet"
"leave","EU referendum: Donald Trump backs Brexit https://t.co/u8dalJwHU5"
"leave","@marygerdt @pimpmytweeting @Number10gov @Hells4Heroes Same here Mary. Shut up and accept that ruling elites know best inc unelected. BREXIT"
"leave",".@LeaveEUOfficial Hey, wanna #brexit and chill? https://t.co/4PHEErVRQ8"
"stay","Why Brexit would make the UK less secure - an expert gives his view in today's @Telegraph https://t.co/dnoSZnbJCF"
"stay","Only because it reveals a truth about Brexit - that only those that don't care about us want it. #Putin https://t.co/lHk8D733Bz"
"stay","@Truman_Black the fuck is a brexit"
"leave","So how is the EU helping NI\n\nBBC News - Ulster Farmers Union says pork stockpile could depress prices\n\nhttps://t.co/5T7sfzp2Fs\n\n#Brexit"
"leave","@derbycityrlfc @bbcweather getting ready for brexit #goingback"
"stay","Pro Brexit MP labelled a 'hypocrite' for having office in EU funded building https://t.co/MpdlDdqg1O"
"leave","Only Hours Until Britain’s First Muslim Mayor Is Appointed | A Worrying Prospect https://t.co/ywRZYoGOwB via @"
"stay","Brexit? Non merci. Nein danke. @ The North Sea https://t.co/VkDluHtlvG"
"leave","https://t.co/zkSntGFsf0"
"leave","If Australia wanted to limit migrant benefits, they don't send their PM begging for permission from Brussels #Brexit @Nigel_Farage"
"leave","Vote Leave campaigner @MPChrisGrayling has dismissed the Japanese PM's #Brexit warning https://t.co/wn9NM0caPT https://t.co/qxa0efajiU"
"stay","Trump backs #Brexit. \nNot sure whether that shows Trump is moronic, #Brexit is moronic, or both."
"stay",".@clive_crook: Brexit isn’t going away https://t.co/tSjGCs9sRr via @BloombergRadio https://t.co/2O21ZDWJEh"
"leave","Why should we believe anything this Gov. says about the EU. When it admits it lies and makes up stat's. https://t.co/BCinDSGLEp #Brexit"
"leave","When turkey get their visas most of those kids will be married off, and more dumped here. @LeaveEUOfficial  https://t.co/dZmqNOouOQ"
"leave","@StrongerIn  'closing gender pay gap' evidence the stay campaign have no economic sense."
"leave","Leading historians dismiss claim EU has brought peace to Europe https://t.co/soCN7io721 #brexit #voteleave #euref #remain #go #leaveeu"
"leave","@bernerlap Then suddenly on the 24th June the #EU will play their new cards \u0026amp; @David_Cameron won't be able to stop it!\n#Brexit"
"stay","Saw a  #VoteLeave banner yesterday morning. Had been ripped down within a few hours. https://t.co/ac0sChub3o"
"leave","@David_Cameron #Cameron will allow police social media activity Unveils Plans To Ban Free Speech \u0026amp; Protest\n #Brexit https://t.co/8n2cINo8pn"
"leave","Seems Cameron is the only one that doesn't know Turkey are nearly EU members in all but name https://t.co/ALw5jYkWca #Brexit #VoteLeave"
"leave","@vote_leave @Vote_LeaveMedia @StrongerInPress @BBCRealityCheck @ConservativesIN @eureferendum  https://t.co/OF0Bsb9uJb"
"stay","Group of industry experts \u0026amp; MPs set out why Britain's fishing sector is #StrongerIn \nhttps://t.co/swrj3ybPek"
"stay","#ThankEU #StrongerIn #Brexit https://t.co/vzSUUR41Vy"
"leave","@WeirdLittleHen @iVoteLeave lets take her at her wordthen# brexit"
"leave","@StrongerIn  but the Government itself say 3m more immigrants by 2030, so not so good even if it were true?"
"leave","@SuzanneEvans1 @JamesMcHaleUK Yeah you better believe it, but more like a mass exodus. #Tories #UKIP #Brexit #EUref #LeaveEU #Cameron"
"stay","#Trump #Brexit What, you think he has UK's best interests at heart? Are you insane? Trump?"
"leave","Couldn't have put it better myself #VoteLeave #Brexit @LeaveEUOfficial @ukleave_eu @vote_leave @NoThanksEU @leavehq https://t.co/4MiNlPD9a3"
"leave","@StrongerIn what's more, Trump is a bloody charlatan. #TTIP is a huge corporate con trick. Get rid of it but it'll keep coming again #Brexit"
"stay","These numbers appear to be a lot bigger than #brexit 's made up £350m https://t.co/XQbKyXQTq9"
"stay","So Trump supports a Brexit, what a great endorsement for the in campaign"
"leave","@olibradley @polnyypesets @vote_leave and Brazil and USA and Peru and Japan- totally disingenuous scaremongering by vote leave as N/A to UK!"
"leave","UK has won a big carveout from new EU rules on asylum seekers that arrive via other EU countries! https://t.co/OunDh8rvRN"
"stay","@Trev_Forrester @vote_leave the loss of European Social Fund which charities rely on .40bn '14-'20 from EU on Scientific Research, (3/)"
"leave","@TheMockneyRebel\n\nIt's OK, we can follow u into #Brexit then nothing any PM does will matter anyway.\n#EUreferendum #Labour #newsnight"
"leave","Migrant deal at risk as #MEPs cry foul over visa 'blackmail' Turkish PM to be ousted #Fascist #EUSuperstate\n #Brexit https://t.co/yKe9eUai9E"
"leave","NOW we know what the EU has been up to and its dirty https://t.co/RUhKFdqKTh"
"leave","It's time for websites like https://t.co/DJoyQk6hwh on a national scale, allowing us to only buy british products. #eu #uk #euref #VoteLeave"
"leave","This person should vote #Brexit in #euref then \u0026amp; not support SNP's pro-EU pro #TTIP position which will destroy NHS\nhttps://t.co/zLmUrFdVD9"
"stay","#TTIP is a very bad excuse to vote for #Brexit https://t.co/qpQwRUu1xC #TTIPleaks"
"leave","Don`t believe a word BUBBLEGUM spouts out.#Brexit https://t.co/rHRzHCyZyF"
"stay","Dear Leavers, 28 percent is a lot. https://t.co/Tf0WYNojvi #Brexit #Remain"
"stay","TTIP is a very bad excuse to vote for Brexit\n\nhttps://t.co/KNFa1gYlEV"
"stay","Would the so-called #Brexit be an economic catastrophe? Answer: most likely. https://t.co/QGBR6fLVkb"
"leave","@IsabelOakeshott @OLearyRyanair  if companies want to pull out if brexit we have the right to target tariffs as we choose"
"stay","#EUReferendum UK's biggest #insurer #Aviva would prefer to avoid risk of\n#Brexit New blog: https://t.co/iKaxtfk8cv https://t.co/RplxIXncFP"
"stay",".@paulmasonnews @Number10gov And without free movement from the EU, the NHS would be truly buggered #StrongerIn https://t.co/d397NNzEPq"
"leave","When are the idiots going to admit we cannot control our borders? #brexit https://t.co/EYnkiPAchD"
"leave","@RJohnDickinson @vote_leave Turkey are calling the shots not EU, ur naive if you think different #Brexit"
"leave","FIGURES FROM THE GOVERNMENT. SAME GOVERNMENT THAT DID THE 15 YEAR FORECAST..AND HAS GOT THE LAST 6 YEARS WORTH WRONG https://t.co/rdfxJO8zsV"
"stay","Best advert for @StrongerIn ever https://t.co/NGCCZzIq9R"
"leave","@SirBasilBrush @yorkshirepost Same as the Conservative Party...UKIP it has to be! And Brexit! Save yourselves UK!"
"leave","RT @mises @tradersdna: How #Brexit Presents a Roadblock to the #EU #US Establishment | Mises Wire https://t.co/QpsVwgY3sa"
"leave","Japan wouldn't want to be tied to China or Korea they want to keep their democracy  so do we keep out of our affairs https://t.co/GF70IoiEef"
"stay","EU Referendum is like playing pontoon it might not be the best hand, but are you going to twist on 18? or take a chance on a 3  #StrongerIn"
"leave","Polls are closed. Will Paddy Pantsdown eat another hat tonight? Or is he saving it for when we #VoteLeave on the 23rd June."
"leave","I did not know this... did you? https://t.co/kuj9F2KkMR"
"leave","Rest of world can re-engage in trade directly with #UK without #EU restrictions after #Brexit #VoteLeave https://t.co/YQHBLw4Hvu"
"leave","#VoteLeave  https://t.co/m5aaFzkqVm"
"stay","@UKIP @LeaveEUOfficial  https://t.co/nLed5FLDpH"
"leave","#Brexit would NOT mean we would lose our rights as long as @coe exists and continues its work. #VoteLeave   #EUreferendum"
"stay","Probably one of the strongest possible arguments for the UK to remain in the EU: Donald Trump backs Brexit https://t.co/WAMESbksIn"
"leave","- @UKIP @Nigel_Farage @EUVoteLeave23rd @LeaveEUOfficial  @HACKEDOFF_VOTER @ukleave_eu https://t.co/gisQs0RmuY"
"leave","@David_Cameron and we trust what you say? #LeaveEU"
"stay","Britain remaining in EU is 'better for the world', says Japanese prime minister #Brexit  https://t.co/RInsNzZQze"
"leave","If your not sure how to vote then ask any MEP they know how corrupt the EU is. Stay in Democracy Dies. #VoteLeave https://t.co/8RLIFq8Sb2"
"leave","@StrongerIn but of course in reality we could increase funding and maintain co-operation on scientific matters. @IanMSanders"
"leave","Would not mess with either one of them!! #Brexit https://t.co/7cORwowZ9W"
"leave","@QuondamOptimist @IsabelOakeshott when you disagree you need a bit of respect ! Which is what Tory communists have lost #Brexit"
"leave","https://t.co/teAf4s9s5L"
"leave","@David_Cameron free visa's for the turkey people!  Come on dave your a lying tory bell end! #Brexit"
"stay","@cccammy1 They will be praying for Brexit."
"stay","1of the stupidest things about #Brexit is that you CAN'T believe ALL the #Leave groups \u0026gt; they don't agree! :D Thick.\nhttps://t.co/hawZwXxq5r"
"leave","@JAPANinUK @Number10gov I think this is about what the people of the UK want not the rest of the world #Brexit"
"leave","Heard life is partarticuly hard as immigrants are pushing British homeless out of the way for handouts. https://t.co/O22WKNOJlq"
"leave","Anyone who does not Vote LEAVE after reading this needs their head examining! Save our NHS!      WE MUST VOTE LEAVE! https://t.co/k1d5CGBqZ2"
"leave","@David_Cameron we don't want outsiders telling us how to vote!! #VoteLeave #@ukleave_eu @LeaveEUOfficial @vote_leave https://t.co/XvA4i5Qc5L"
"stay","The #Brexit and possible #ScottishIndependence movements may lead to #export controls risk for UK companies https://t.co/fTkdJh3rwt"
"leave","WTF is wrong with Europe ?  https://t.co/XpjMotrrEw"
"leave","with @scotgp a majority for independence @faisalislam  https://t.co/1s2MiOBJYy"
"leave","Perish the thought that politicians in Brussels will listen to the general public! https://t.co/InScjPoHTa"
"stay","@CarvilVentures It’s a bit convincing. #EURef https://t.co/UgySesn9oQ"
"leave","YOU DO THE MATHS!!!! https://t.co/U8bNbCyjED\n#UKIP\n#Brexit\n#VoteLeave"
"leave","12 BILLION TO EU  No they don't give it back .How could they pay to build communist EU 12million Over seas aid 24bil https://t.co/uR7VmwnzxI"
"leave","Yep. Muslims taking over U.K., 1 city at a time. London falls, without one shot being heard. #Brexit https://t.co/4K8prEOY5v"
"leave","Why Every Parent should Vote to Leave the EU #Brexit https://t.co/XXU6eGYIFf"
"leave","@patel4witham @ZacGoldsmith @catherinemep \nLess than 10% of UK laws come from the EU. Time for Brexit MPs to say so\nhttps://t.co/YAWW1PtrZf"
"leave","@StrongerIn @guardian Nothing. More stupid lies from devious little shits. Meanwhile.... https://t.co/drLdugYrPm"
"stay","Trades Union Congress - Lords report lays bare Brexit danger for working people, says TUC https://t.co/DjISDH5Tqr via @TUCnews"
"stay","Voted. Now thinking ahead to the next vote. #Remain https://t.co/B37lslc2VN"
"leave","#Remain #RemainInEU #StrongerIn time to #TakeControl time to #VoteLeave and #Brexit https://t.co/5UhsJ6kmgL"
"stay","@EUVoteLeave23rd @racheljoyce Think Twice  #Brexit stated that non EU skilled workers to get visas to fill outflow of skills back to EU"
"leave","@AntiGenocider @swalker18780774 If Islamics can't wait to exit their own countries why so keen to make new ones like those they left?#brexit"
"stay","@maxkeiser @KeiserReport why? I assume you, like others, can report on Obama backs #Bremain ..?"
"stay","@ecmagenda \n\nThey \u0026gt;\u0026gt; @vote_leave \u0026lt;\u0026lt; keep pushing a lie.  I'm getting sick of hearing it. \n\nFor that reason they are scum."
"leave","@Number10gov  just been on a clicking spree now claim it back from #Google you slimes #brexit clean up Britain https://t.co/E3KoHyhIO4"
"leave","@Stray5k @ProfKAArmstrong @LeaveEUOfficial\nNetherlands definitely predisposed to deal favourably but not powerful.\nGermany hmm more to lose."
"leave","Good news for the Leave campaign: Without an SNP majority, #indyref2 becomes less likely threat. #EURef #Brexit https://t.co/SsuNdesEBg"
"leave","@vote_leave @ukleave_eu @LeaveEUOfficial \n\nBrilliant, easy to watch Short-Vid for #EU:Ref Undecided\"" Voters✔️🇬🇧👍🇬🇧 🎉\nhttps://t.co/WfvAyyGqrg"
"stay","What impact Britain’s exit from the European Union will have on Bitcoin and Fintech? CT says \""Brexit May Spell Doom for Fintech and Bitcoin…"
"stay","#Brexit Uncertainty Drags U.K. Economy to Near Stagnation. - https://t.co/hqKtIvP3jr"
"leave","@jjasq @iVoteLeave #UK must keep sovereignty, only #Brexit will allow this #VoteLeave. #Merkel is the latest dictator for #Europe's downfall"
"stay","Again, when Lawson was Tory Chancellor in charge of economy; it cost many ppl literally, their house! Just saying! #bbcqt #StrongerIn"
"leave","Thinking about #brexit? Check this out...Patrick Stewart sketch: what has the ECHR ever done for us? https://t.co/LFPzq8rPE9 @guardian"
"leave","Ugh. We need OUT, NOW!! #Brexit\n https://t.co/2j7PEWdIHG"
"stay","#ToriesOut\nGove's legacy? We will regress 200yr if we #Brexit \u0026amp;submit to that monstrous #hypocrite \n\n#Remain  https://t.co/M2lWMZjtyV"
"stay","It's a shame that so many UK residents are for #brexit on the say of media governed by an Australian or serial tax evaders  #bbcqt"
"stay","One good reason to vote in...\n\nDonald Trump backs Brexit, saying UK would be 'better off' without EU\n\nhttps://t.co/6CT4KuVRVQ"
"leave","UK - Its time to break out of the #EU prison https://t.co/ShJfbsbv16 #Brexit #EUref #LeaveEU #VoteLeave #Tories #UKIP #Labour #Anglosphere"
"leave","https://t.co/XAh4e4f0mK"
"leave","what a bunch of wankers the #remain mob are. Its nailed on there will be gov pressure during the count. FUCK THE EU https://t.co/hYV7wUkwdb"
"stay","Brexit advocates should heed the tale of Southwest founder Herb Kelleher, says @OlafStorbeck https://t.co/zEvJYSz1Ps https://t.co/bmez3lR6y2"
"stay","New Delhi believes IN a strong #UK within a strong EU. Know why? https://t.co/UgxVpFmdIJ #Indiaglobalbiz #UKinEU https://t.co/wUZrehvQ4U"
"leave","#goldsmith I fear will get such a bruising. Serves him right for being so boring and that silly half hearted  #brexit."
"leave","Ukip surge to BOOST Brexit: Leader Nigel Farage says election gains will help anti-EU camp https://t.co/unJM9koOF2"
"stay","@CamdeninEurope @CamdenLabour @CamdenTories @CamdenLibDems @camdengp Indeed. @StrongerIn working well on cross-party basis. Crucial."
"leave","#Strongerin if you are @UKLabour ask your MP why they insist kowtowing to EU in, when we're better off #Voteleave\nhttps://t.co/OhdYrvLp2G"
"stay","Those who talk of sovereignty should consider why #Brexit hinders UK democracy staying in EU is the better choice:  https://t.co/Zi5xwourFP"
"leave","@Mr_S_Clean Shows he has absolutely nothing to offer to remain. #Brexit"
"leave","Not in this country they don't. https://t.co/6vEdj5PbRJ"
"stay","The #brexit camp could try to get a joint #Trump/ #Putin letter of support together?\n https://t.co/HcxqL5xMBe"
"leave","Dear #EU commission, hopefully members will ignore you and know you for the filthy cabal of dictator bullies that you are #Brexit #voteleave"
"leave","@TimmermansEU You don't speak for Europeans. I don't recall ever seeing a referendum for accepting non-White invaders #WhiteGenocide #Brexit"
"leave","BREAKING NEWS. Crust displacement theorists say #Brexit will result in the UK breaking off the European continental shelf. #VoteLeave"
"leave","@bhav2506 @vote_stay @StrongerIn You are all a load of brainless cowards who wouldof wanted us to join the Euro,you are wrong,the EU is dead"
"stay","Limited truth, EU does require regular audits, non transparency of actions \u0026amp;budget expectancy issues. #StrongerIn https://t.co/fyZaa0XRfw"
"leave","@ViewFromBlock93 @LeaveEUOfficial Thats why I don't get why people vote for them; they're not necessarily there to get stuff done."
"stay","Donald Trump helping #StrongerIn https://t.co/A3fxBGmmux #Bremain"
"leave","@Insinuare @theflyingmedic \nThe Ground Floor of the GrassRoots OUT electors without heady notions such as EU.\n#Brexit #euref #VoteLeave"
"leave","@StrongerIn Prefer the two on the right, to the self serving parasites on the left."
"leave","@JeremyWarnerUK The whole idea the #EU will turn vengeful after #Brexit is nonsense. Similar arguments were made about UK rejecting the euro"
"leave","@virginmedia American owners are planning to give half a million to #remain to help keep us in EU, I am cancelling my contract now. #Brexit"
"leave","@NoThanksEU @StrongerIn @David_Cameron https://t.co/TnwP2sCmgC"
"leave","@StrongerIn why,  we will not have to spend 150 mio a week on EU.  We would spend that on NHS.  Euref# bretix#"
"leave","Yes to #Brexit https://t.co/LtvMBotGix\n\n@vote_leave @uniforbritain @forbritain @consforbritain @BrugesGroup @BrexitTheMovie @NoThanksEU"
"leave","Cameron won't care either way He is standing down at next UK election and joining the ex PM gravy train. #VoteLeave https://t.co/K4cqlYVP9L"
"stay","I am half American \u0026amp; half British. I 'get' both Trump \u0026amp; the hardcore Brexit movement. But I still don't like them. https://t.co/2Jd9mbtJdm"
"leave","https://t.co/3yfMcaemaF via @leaveeuofficial"
"leave","Spanish bluebells have invaded #Radyr Woods. That's it! The final straw.  We must leave the EU. #Brexit https://t.co/DkiZHystzA"
"leave","Staying IN #EU Would Cost #Britain £9,265 per Household Each Year https://t.co/9UNJvjyZQB #Brexit #VoteLeave https://t.co/tKp9lMOEdF"
"leave","London smoker backs 'Brexit' https://t.co/ixJadSsETU"
"stay","Everybody tell all their #Brexit colleagues at work that the referendum is June 24 - they'll believe anything. https://t.co/J5gGBH9pWC"
"stay","Government killers kill 445 nurses at year end from Britishness #Bremain"
"leave","@grumpyfred3  https://t.co/nIejw6BUYT"
"leave","@David_Cameron The numbers are growing in EU who will follow Brexit...."
"stay","Brexit ‘by far’ biggest issue for Irish business, says Ibec chief https://t.co/c3J5JX0YL0"
"leave","@vote_leave @RedHotSquirrel @richardwilson68 this is a shocking video by an MEP revealing why we need to #VoteLeave  https://t.co/49NGIdMAPD"
"leave","Trump on Brexit vote: Great Britain is 'better off without' Europe\nhttps://t.co/cVBab6xjL7 via @MailOnline"
"leave","#bbcqt Why stay in a club that is expanding in numbers but struggling economically ? Globalisation is key #brexit .World Trade not European"
"stay","@StrongerInPress They make it difficult for us we make it difficult for them."
"leave","Same in Amsterdam, Rotterdam, The Hague, etcetera. \n40 % of population there is Muslim. #islam #disaster #invasion \n https://t.co/wlH5tlyP9b"
"leave","Despite threat of another #NorthernIrish #border #McWilliams backs #Brexit for #Irish gain https://t.co/gAqhDa8iwN https://t.co/4qtztQNafO"
"stay","Brexit Uncertainty Drags U.K. Economy to Near Stagnation https://t.co/H0oyWeGEBw via @business #Brexit #UK #EU #economy #invest #money"
"leave","@End_of_Europe all I heard in QT was #remain in a \""reformed\"" EU,so not the corrupt 1 we have but some mythical 1 we dont no about #Brexit"
"stay","@StrongerIn https://t.co/ZxNlVrjBT3"
"stay","Prime Ministers listen too much to voters, complains EU's Juncker - https://t.co/DPmrwWjrB3 #eureferendum"
"stay","@LeaveEUOfficial what"
"leave","\""EU referendum: Donald Trump backs Brexit\"" - not necessarily the kind of endorsement you want! https://t.co/nz1wAUh2Ls"
"leave","Prime Ministers listen too much to voters, complains EU's Juncker | via @telegraphnews https://t.co/u8HUglRxtE #Brexit #VoteLeave"
"stay","Liverpool reject BREXIT and stay in Europe! get in the Pool'"
"leave","@vote_leave Whilst personally pro Brexit EU law has actually improved standards for movement of animals. Fact. No 'cruelty' in live export."
"stay","@olliea110795 what has the EU stopped you doing and since when did UK join Schengen 'open borders'? \n#brexit https://t.co/0RJl78RCxz"
"leave","Vote Brexit Or Lose The NHS, Top Cancer Specialist Warns: https://t.co/rJ1iZZqZ8Q"
"leave","Nick Robinson vote close 445 travellers by February for millennials #Brexit"
"leave","@StrongerIn Project Fear in overdrive ! Why is it under threat ? UK leaves the EU not flies off into outer space ! \""Remain and Regret\"""
"stay","@LeaveEUOfficial what get out the water cannons leave the refugees in mud huts, toss your handbags around and generally be a bossy cow OK"
"leave","What on earth has he ingested? Looks totally spaced out? https://t.co/SfyuEzezyC"
"leave","@StrongerIn @lasancmt you have no idea about next FY, even next qtr, yet you pitch 2030 - jokers! Stop making it up, get real #voteLeave"
"leave","The #EU is a continuation of Germany by other means... #Brexit #StrongerIn #EUref \nhttps://t.co/OnN2jNFLaR"
"leave","@StrongerIn Except it will be in a few years. Will we get another referendum? Doubtful."
"leave","Oh yes, one of the universe's enduring truths. Biggest difference is NF speaks in plain clear unambiguous English. https://t.co/2rwnTl6JMP"
"leave","@BeverleyTruth @RJohnDickinson @vote_leave no one is saying stop immigration but we need CONTROLLED. Immigration not a free for all #brexit"
"leave","@StrongerIn can do this without the EUs help.to many tax havens within the EU. Look at Luxembourg and Eire !!"
"leave","A bit like disinformation in Cameron's mail shot and Osborne's ridiculous economic forcast for 2030  #LEAVE https://t.co/tqKvE0M7a1"
"leave","I will be voting to get my Country back. #VoteLeave  https://t.co/aG0Nnj6wVn"
"leave","RT if you too are sick of the  #Fascist #unaccountable #unelected #Totalitarian #EUSuperstate #Brexit #migration  https://t.co/BRTcYO91Qj"
"stay","@LeftyPleb Though in fairness UK financial services would be screwed by Brexit. #bbcqt"
"stay","@FarrandGiles @Phoenixarised @vote_leave @GiselaStuart gosh, I've just been convinced by the argument of an intellectual giant #StrongerIn"
"leave","well well Mr Obama there's a surprise,shows  desperate david cameron is to stop in https://t.co/J52gB6J3sW"
"leave","The Orwellian language of the left is hilarious. Don't even try to pretend not to dehumanize political opponents. https://t.co/VOD57WoSqD"
"stay","Brexit May Spell Doom for Fintech and Bitcoin. In the UK, That Is https://t.co/4LA8AmpzrW #crypto #bitcoin https://t.co/AyE8GZM5JL"
"leave","Are they all insane? https://t.co/Y1COB4Rj0G"
"leave","@StrongerIn Because George Osborne is a totally neutral observer in the Referendum ? Get real. HMT report was biased nonsense"
"leave","Keep the scraps  @deSommeville and we'll keep our excessive payments to the gravy train.\n#Brexit #euref #VoteLeave\n#littleeu #strongerin UK£"
"stay","The message is clear - EU exit would make UK 'less attractive' to investors, says Japan's PM. https://t.co/1EaOIPvuHP #StrongerIn #EUref"
"leave","@LeaveEUOfficial , this day in 1955 post war Germany was granted full sovereignty.  61 years later and they want ours! Time to take it back"
"leave","now is the time save your wife+ daughters + animals because if you don't vote #brexit the #rapeugees will rape them https://t.co/PLBLvhkw5w"
"leave","Have @strongerin or any of their governing 19 Principals received any funding from the #EU? #strongerin time to #voteleave \u0026amp; #Brexit"
"stay","The #Brexit campaign = Trumpism.\n\nhttps://t.co/ct5wO8N5pk\n\nhttps://t.co/l5aQfKYXPq\n\n@JohnCassidy https://t.co/kV0xuW1Atc"
"leave","@dwnews @LeaveEUOfficial The EU is unconcerned unaccountable \u0026amp; undemocratic https://t.co/SPKRyIBda6"
"leave","‘They are better off without it’ Donald Trump calls on Britain to DITCH the 'horrible' ##BrExit EU. https://t.co/RJo2VwU9a5"
"leave","#Brexit #EUref #VoteLeave #LeaveEU not #StrongerIn  https://t.co/8lsHGN6Pmx"
"stay","@Trev_Forrester @vote_leave think for the future, leave EU = Loss of Cancer Research, Social Projects e.g centres for OAP due to (2/)"
"leave","Becoming clear a #brexit is LESS of a step into the unknown than remaining exposed to volatility of the ever expanding #EU. #EUreferendum"
"leave","@BBCPeterH @FlickD @UKIPSOUTHEAST @CleanAirReform @vote_leave @BRinEUROPE At last! Thanks for the link. Worth the wait."
"leave","@LeaveEUOfficial Please stop showing photos of Tony (the liar) Blair, I vomit every time I see that horrible (I screwed you all) grin!"
"leave","@Dinostratus @Nigel_Farage @DanHannanMEP @VeteransBritain  You MUST watch this video! Vote Leave! https://t.co/IC1mOGW928"
"stay","Japanese Prime Minister says Brexit would put thousands of UK jobs at risk: https://t.co/j1AQGWwycd"
"stay","Food for thought - Lords warn of #Brexit threat to expats’ rights https://t.co/XjXAcraqbm\n#relocationconsultancy"
"stay","Please see this before you vote if you want to leave EU https://t.co/GwPYbhr78t"
"leave","@chrisem61 not just brexit,the eu should b dismantled. it hasn't worked for 20yrs.used as a way of controlling us all."
"leave","#COMMONWEALTH #Brexit #StrongerIn #Remain #VoteLeave #TheQueenAt90 #democracy #euref #LeaveEU #EUreferendum https://t.co/8owoMWDvsX"
"leave","@LeaveEUOfficial TURKEY IS A TERRORIST, It has Armed,Sheltered and Supported ISIS for 5yrs. Profited from Stolen IS oil."
"leave","@realDonaldTrump is supporting BREXIT !"
"stay","Anyway, they asked 'how about this one?' \n\nXenophobic claptrap, is my answer.\n#StrongerIn  https://t.co/UInbGRUi1W"
"stay","Worried about #Brexit? Find out the real impact it will have for #SMEs: https://t.co/4AcH4M9stv via @GrowthBusiness"
"stay","Parliament cabal waste 445 million ruin general election , should 'get in the sea',  #Bremain"
"leave","I guess you can have that view if you're unelected 🙄 #EUref  https://t.co/P7rnOE0GIW"
"leave","And Kosovo. Hands up who wants an #EU with genocidal members! #VoteLeave"
"leave","@AnnDear @LeaveEUOfficial give us austerity yet can't manage their own eu books! https://t.co/nXOKpUSkKu"
"leave","Frank Field's Left-Wing Case For Brexit https://t.co/uboXDcVQmP via @guidofawkes"
"leave","@StrongerIn don't forget the Albania model."
"stay","Couple from #Unitedkingdom Said: #PrimeMinister #DavidCameron Wants Best for Britain by Keeping England in #EuropeanUnion ."
"stay","Today's #EUreferendum News\n#Brexit would hurt steel\n#IMF warns Denmark over Brexit\n#Turkey won't join EU for decades\nhttps://t.co/m8qbbhoOpV"
"stay","Japan PM Warns Brexit Will Deter Investors: Shinzo Abe's intervention comes after Barack Oba... https://t.co/QDRdFjq3Wg Safety and more."
"leave","All it takes is one voice, and another, and another. Stand up today and let us all move forward as One. #Brexit https://t.co/gwz8efrv49"
"leave","@LeaveEUOfficial @YouTube Biggest load of Bollocks I've ever heard, I don't want a rebirth of Hitlers army etc! NATO has served the Uk well."
"leave","Zac Goldsmith's viewpoint on the EU Referendum #EUref #Brexit #LondonMayor2016 https://t.co/QyPPfG8rif"
"stay","#Fund sales hit their lowest point in 20 years as #investors raised concerns about the possibility of a #Brexit https://t.co/0UPm3ybWEU"
"leave","@ChukaUmunna It doesn't matter what anybody else thinks. It's clear that the EU is a failure built on bureaucracy \u0026amp; waste #brexit #voteleave"
"stay","UKIP. They're still around. Farage talking about Brexit embodies all my fears and dreads. Which country could I move to? Start my own?"
"stay","Donald Trump backs Brexit, saying UK would be 'better off' without EU\nOk then, good for @StrongerIn \nhttps://t.co/zPmy0IIKQg"
"stay","@FangornForest1 @bernerlap so you admit it's a blatant lie? The only currency #Brexit campaign with us lies."
"leave","@psussex64 @DDawn0 Our spineless lot haven't the will or guts to do it. Traitors all of them. #Brexit"
"leave","But he now has a bigger opportunity to deliver something on behalf of the whole Country, not just 10% of it. #Brexit https://t.co/zFuymWsXlp"
"leave","@robertjoseph Boris knows it too. Nothing to lose by backing Brexit. Has to face Cameron at some stage, and gets ukippers on board early"
"stay","#brexit is the campaign for bigots \u0026amp; fruitcakes #bbcqt"
"stay","@LeaveEUOfficial @PJA1066\nAs we are #stillwaitingforapostbrexitplan she certainly would !!!"
"leave","EU referendum: Donald Trump backs Brexit https://t.co/KxV4QpZrpB"
"leave","Coverage of #EUref @forbritain @RHCVTrucksVans Nigel Baxter making the case for @vote_leave #TakeControl  https://t.co/2LxTjkYr9d"
"leave","#EU referendum: Donald Trump backs #Brexit https://t.co/qyz6bAqj81"
"leave","We have sadly contributed to the plight of Greece/cyprus \u0026amp; portugal who have seen REAL economic catastrophe #Brexit https://t.co/LIV1apvnhR"
"leave","@LeaveEUOfficial Caught bang to rights eh Gromit !!!!  @David_Cameron"
"leave","WEll Done .. https://t.co/8MB3AUSyFL"
"leave","@StrongerIn Workers rights originate from the ILO not the EU."
"stay","@sid_valley @britinfluence EU laws are made in common with UK EMPs. Maybe the ones you sent over from UKIP are making a bad job..."
"leave","Not good -  #Brexit https://t.co/b7AGKfSn1t"
"leave","@StrongerIn UK is a net contributor. Its our money coming back to us, after EU have taken their cut. https://t.co/eKznnl4cnz"
"leave","@SuperbikeAl @55Massey #lasancmt Now we're getting to it. #EU ignored #UK for yrs \u0026amp; misjudged UK influence in #Europe .Dominoes? #voteLeave"
"stay","Michael O'Leary is a rarity...a complete tool who isn't in favour of Brexit. #bbcqt"
"leave","Exactly. https://t.co/wMNVpejHEF"
"stay","For Gibraltar it is not about earning a few more £ it is about earning a few £. With #Brexit we will not earn any £. https://t.co/wMTAS93KDG"
"stay","@lsebrexitvote #Brexit poses serious political ramifications for the rest of the #EU https://t.co/77TK650LZu #EUReferendum #EURef"
"leave","I was the same. Everyone should read Why Vote Leave by @DanHannanMEP #Brexit  https://t.co/WkdXfVC6g9"
"leave","@guardian wow being in the EU has helped then - or not @vote_leave"
